County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
Perry,1288.399419,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,50,50,42,099,"(40.4041531744, -77.2590738496)"
Crawford,20341,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Lebanon,1515.019248,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Lawrence,18799,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Dauphin,1490.805557,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Pike,4590,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,52,52,42,103,"(41.332571995, -75.0327092448)"
Schuylkill,2249.016266,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,54,54,42,107,"(40.707512431, -76.223323851)"
Centre,16329,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Wayne,9029,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Cambria,2315.676342,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Union,6274,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,60,60,42,119,"(40.9647313096, -77.0641580308)"
McKean,8791,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q2,04/01/2018,,42,42,42,083,"(41.810370736, -78.5712201998)"
Philadelphia,1845.865201,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,51,51,42,101,"(40.0044435384, -75.140236002)"
Erie,2125.36561,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Warren,2445.34658,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,62,62,42,123,"(41.8167523652, -79.278581578)"
Snyder,1178.892674,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,55,55,42,109,"(40.7711373692, -77.0725596804)"
Carbon,15448,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q1,01/01/2017,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Northampton,1544.536181,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,48,48,42,095,"(40.754595404, -75.3126372576)"
Bucks,98394,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q3,07/01/2017,,9,09,42,017,"(40.335011331, -75.1129124111)"
Elk,4809,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,24,24,42,047,"(41.4281941606, -78.6494771322)"
Montgomery,1794.086493,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,46,46,42,091,"(40.209898739, -75.3725200072)"
Lancaster,1274.776525,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Somerset,10203,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q2,04/01/2018,,56,56,42,111,"(39.9714629901, -79.0310020611)"
Montgomery,111033,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,46,46,42,091,"(40.209898739, -75.3725200072)"
Adams,1900.699656,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Clearfield,21936,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,17,17,42,033,"(41.0004290024, -78.4755834299)"
Lycoming,26597,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,41,41,42,081,"(41.3445979226, -77.069424568)"
Fulton,1654.557916,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Clearfield,1880.278597,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,17,17,42,033,"(41.0004290024, -78.4755834299)"
Butler,32069,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q2,04/01/2018,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Beaver,34887,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q3,07/01/2017,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Pennsylvania,1487.835301,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,0,00,42,000,"(39.346129, -75.167756)"
Schuylkill,25415,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,54,54,42,107,"(40.707512431, -76.223323851)"
Elk,2615.160446,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,24,24,42,047,"(41.4281941606, -78.6494771322)"
Montour,3181.370403,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Forest,798,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q4,10/01/2016,,27,27,42,053,"(41.5135787577, -79.2378099483)"
York,1274.575298,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Northumberland,24539,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Cameron,995,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q3,07/01/2017,,12,12,42,023,"(41.4388026531, -78.2091693241)"
Armstrong,14726,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Mercer,2392.214765,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,43,43,42,085,"(41.302377765, -80.2600941079)"
Juniata,1673.737456,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,34,34,42,067,"(40.5343300836, -77.405775001)"
Monroe,29000,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Bradford,10102,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,8,08,42,015,"(41.7911781401, -76.5182562384)"
Berks,58736,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q1,01/01/2018,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Forest,837.3304098,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,27,27,42,053,"(41.5135787577, -79.2378099483)"
Snyder,5490,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,55,55,42,109,"(40.7711373692, -77.0725596804)"
Carbon,8618,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,13,13,42,025,"(40.9193670081, -75.7110703866)"
McKean,2255.746431,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,42,42,42,083,"(41.810370736, -78.5712201998)"
Elk,7098,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q1,01/01/2017,,24,24,42,047,"(41.4281941606, -78.6494771322)"
Northumberland,25935,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Union,6142,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Carbon,12732,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Schuylkill,1972.167863,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,54,54,42,107,"(40.707512431, -76.223323851)"
Westmoreland,2188.800064,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,65,65,42,129,"(40.3103149985, -79.471341176)"
Lancaster,77185,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q3,07/01/2017,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Crawford,2360.867698,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Philadelphia,1784.632824,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,51,51,42,101,"(40.0044435384, -75.140236002)"
Union,4557,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Somerset,10579,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,56,56,42,111,"(39.9714629901, -79.0310020611)"
Venango,1691.395232,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Berks,1138.627367,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Union,6352,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q3,07/01/2017,,60,60,42,119,"(40.9647313096, -77.0641580308)"
McKean,8759,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q1,01/01/2018,,42,42,42,083,"(41.810370736, -78.5712201998)"
Tioga,1394.847155,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Lebanon,18956,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Perry,1745.615366,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,50,50,42,099,"(40.4041531744, -77.2590738496)"
Monroe,23653,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Indiana,18219,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q3,07/01/2018,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Wayne,9368,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q1,01/01/2018,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Crawford,18426,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Lawrence,1938.807153,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Monroe,28969,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q1,01/01/2017,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Clearfield,1947.041476,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,17,17,42,033,"(41.0004290024, -78.4755834299)"
Erie,2361.578052,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Lebanon,1442.892511,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,38,38,42,075,"(40.3675970024, -76.4618257486)"
McKean,2175.175417,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,42,42,42,083,"(41.810370736, -78.5712201998)"
Pike,4860,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q3,07/01/2018,,52,52,42,103,"(41.332571995, -75.0327092448)"
Columbia,2195.747133,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,19,19,42,037,"(41.0491208559, -76.4100217975)"
Columbia,2098.829097,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,19,19,42,037,"(41.0491208559, -76.4100217975)"
Dauphin,1540.640528,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,22,22,42,043,"(40.4197463597, -76.7796056802)"
York,64966,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q3,07/01/2017,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Pike,4937,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q2,04/01/2018,,52,52,42,103,"(41.332571995, -75.0327092448)"
Crawford,1894.868789,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Bedford,1141.707921,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Jefferson,5748,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,33,33,42,065,"(41.1313909115, -79.0010181419)"
Schuylkill,1945.233536,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,54,54,42,107,"(40.707512431, -76.223323851)"
Westmoreland,67102,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,65,65,42,129,"(40.3103149985, -79.471341176)"
Philadelphia,220401,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,51,51,42,101,"(40.0044435384, -75.140236002)"
York,1317.684351,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Erie,63302,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Lycoming,23234,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q3,07/01/2017,,41,41,42,081,"(41.3445979226, -77.069424568)"
Bedford,1753.919142,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Crawford,2033.101591,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Mifflin,13248,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,44,44,42,087,"(40.6127492804, -77.6200308901)"
Blair,33105,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q1,01/01/2017,,7,07,42,013,"(40.4855502384, -78.349076871)"
Tioga,1555.168779,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Washington,41798,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q4,10/01/2016,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Northampton,48767,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,48,48,42,095,"(40.754595404, -75.3126372576)"
Clarion,6764,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Dauphin,1333.031083,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Franklin,25534,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q1,01/01/2017,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Wayne,10058,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q1,01/01/2017,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Elk,1947.213299,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,24,24,42,047,"(41.4281941606, -78.6494771322)"
Lackawanna,55832,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q1,01/01/2017,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Centre,940.4278864,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Adams,13005,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q4,10/01/2016,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Juniata,1279.268989,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,34,34,42,067,"(40.5343300836, -77.405775001)"
Lancaster,1289.733157,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Huntingdon,7731,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q3,07/01/2017,,31,31,42,061,"(40.4161050032, -77.9827661036)"
Warren,7595,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,62,62,42,123,"(41.8167523652, -79.278581578)"
Monroe,1514.763815,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Beaver,2379.077886,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Pike,8595,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q3,07/01/2017,,52,52,42,103,"(41.332571995, -75.0327092448)"
Mercer,30430,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q1,01/01/2017,,43,43,42,085,"(41.302377765, -80.2600941079)"
Bradford,8628,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,8,08,42,015,"(41.7911781401, -76.5182562384)"
Berks,54226,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q3,07/01/2017,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Wyoming,1359.344118,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,66,66,42,131,"(41.5189248803, -76.0181300338)"
Cameron,1357,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,12,12,42,023,"(41.4388026531, -78.2091693241)"
Lawrence,2049.409089,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Pennsylvania,1584.851147,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,0,00,42,000,"(39.346129, -75.167756)"
Northampton,1311.843905,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,48,48,42,095,"(40.754595404, -75.3126372576)"
Lackawanna,51533,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Snyder,6411,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q1,01/01/2017,,55,55,42,109,"(40.7711373692, -77.0725596804)"
Butler,2024.659555,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Luzerne,2430.997375,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,40,40,42,079,"(41.1783643884, -75.991996098)"
Forest,1715.773606,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,27,27,42,053,"(41.5135787577, -79.2378099483)"
Sullivan,1023.156512,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,57,57,42,113,"(41.4480993958, -76.5147922046)"
Jefferson,8335,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q1,01/01/2018,,33,33,42,065,"(41.1313909115, -79.0010181419)"
