County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
Franklin,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,28,28,42,055,"(39.9278619704, -77.7239884483)"
Westmoreland,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,65,65,42,129,"(40.3103149985, -79.471341176)"
Montour,40.78461837,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Montgomery,8.011365457,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,46,46,42,091,"(40.209898739, -75.3725200072)"
Bedford,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,5,05,42,009,"(40.0073753643, -78.4911647381)"
Crawford,8.588771922,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Mercer,5.458612975,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,43,43,42,085,"(41.302377765, -80.2600941079)"
Lebanon,11.16237535,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Clarion,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
Venango,2.125111085,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Lehigh,0.682139407,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Warren,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,62,62,42,123,"(41.8167523652, -79.278581578)"
Pennsylvania,88.54608245,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,0,00,42,000,"(39.346129, -75.167756)"
Lancaster,102.5908951,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,2 additional facilities began reporting data in Q4 2018.,36,36,42,071,"(40.0459079619, -76.2513876838)"
Montgomery,13.48843232,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,1 additional facility began reporting in Q3 2018.,46,46,42,091,"(40.209898739, -75.3725200072)"
Monroe,2.082763053,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Indiana,8.357562417,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Greene,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,30,30,42,059,"(39.8548039342, -80.2294381655)"
Northampton,8.735431369,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,1 additional facility began reporting during Q2 2019.,48,48,42,095,"(40.754595404, -75.3126372576)"
Cumberland,99.9578491,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,21,21,42,041,"(40.167598388, -77.268662705)"
Wayne,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,64,64,42,127,"(41.6496980525, -75.3051535022)"
Clearfield,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance. Not displayed when count is between 1 and 4.,17,17,42,033,"(41.0004290024, -78.4755834299)"
Mifflin,5.720169317,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,44,44,42,087,"(40.6127492804, -77.6200308901)"
Mercer,0.805369128,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,43,43,42,085,"(41.302377765, -80.2600941079)"
Adams,6.937929956,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Elk,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,24,24,42,047,"(41.4281941606, -78.6494771322)"
Indiana,6.591880216,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Elk,31.62055336,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,24,24,42,047,"(41.4281941606, -78.6494771322)"
Clearfield,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,17,17,42,033,"(41.0004290024, -78.4755834299)"
Monroe,1.428180379,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Wyoming,1.830027084,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,66,66,42,131,"(41.5189248803, -76.0181300338)"
Beaver,0.421331407,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Huntingdon,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,31,31,42,061,"(40.4161050032, -77.9827661036)"
Erie,78.33397019,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,049,"(41.9941378702, -80.0407591036)"
Fayette,21.28192288,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,26,26,42,051,"(39.919447803, -79.6518963464)"
Indiana,0.941697174,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Cumberland,19.6621682,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,21,21,42,041,"(40.167598388, -77.268662705)"
Pike,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,No Emergency Department Identified in County.,52,52,42,103,"(41.332571995, -75.0327092448)"
Wayne,5.858802851,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Northampton,1.087655114,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,48,48,42,095,"(40.754595404, -75.3126372576)"
Mercer,6.567066163,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,43,43,42,085,"(41.302377765, -80.2600941079)"
Wyoming,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,66,66,42,131,"(41.5189248803, -76.0181300338)"
Northampton,62.98280085,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,48,48,42,095,"(40.754595404, -75.3126372576)"
Wayne,6.444683136,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Montgomery,11.29004772,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,46,46,42,091,"(40.209898739, -75.3725200072)"
Warren,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,62,62,42,123,"(41.8167523652, -79.278581578)"
Centre,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Northumberland,9.251763617,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,1 additional facility began reporting during Q4 2017.,49,49,42,097,"(40.8515092572, -76.7118842273)"
Juniata,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,34,34,42,067,"(40.5343300836, -77.405775001)"
Perry,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,No Emergency Department Identified in County.,50,50,42,099,"(40.4041531744, -77.2590738496)"
Mercer,62.90297217,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,43,43,42,085,"(41.302377765, -80.2600941079)"
Forest,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,No Emergency Department Identified in County.,27,27,42,053,"(41.5135787577, -79.2378099483)"
Berks,1.196590197,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,6,06,42,011,"(40.4193963513, -75.9307732705)"
Clarion,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
Elk,4.636222141,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,24,24,42,047,"(41.4281941606, -78.6494771322)"
Dauphin,22.24361031,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Potter,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,53,53,42,105,"(41.7442064382, -77.8987922939)"
Wayne,72.69944519,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Montour,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Potter,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.,53,53,42,105,"(41.7442064382, -77.8987922939)"
Adams,75.40444201,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Lycoming,1.58115266,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,41,41,42,081,"(41.3445979226, -77.069424568)"
Butler,0.534450692,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Monroe,6.486319222,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Lackawanna,0.711706625,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Fayette,26.17323026,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,26,26,42,051,"(39.919447803, -79.6518963464)"
Beaver,0.662092211,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Armstrong,2.437463819,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,3,03,42,005,"(40.8150952555, -79.4731689893)"
York,1.748573119,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Allegheny,8.544227209,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Adams,6.854949273,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Snyder,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,No Emergency Department Identified in County.,55,55,42,109,"(40.7711373692, -77.0725596804)"
Clearfield,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,17,17,42,033,"(41.0004290024, -78.4755834299)"
Franklin,73.06078035,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Huntingdon,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,31,31,42,061,"(40.4161050032, -77.9827661036)"
Pennsylvania,15.52656672,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,0,00,42,000,"(39.346129, -75.167756)"
Erie,7.395436742,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.,25,25,42,049,"(41.9941378702, -80.0407591036)"
Westmoreland,1.701514632,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,65,65,42,129,"(40.3103149985, -79.471341176)"
Adams,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Columbia,4.246799733,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,19,19,42,037,"(41.0491208559, -76.4100217975)"
Union,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,60,60,42,119,"(40.9647313096, -77.0641580308)"
Philadelphia,103.2735549,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,51,51,42,101,"(40.0044435384, -75.140236002)"
Venango,2.897878753,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Lancaster,0.865716343,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Delaware,25.27974289,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Somerset,11.34590838,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,56,56,42,111,"(39.9714629901, -79.0310020611)"
Montgomery,0.823169809,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,46,46,42,091,"(40.209898739, -75.3725200072)"
Somerset,6.711319311,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,56,56,42,111,"(39.9714629901, -79.0310020611)"
Philadelphia,3.422181429,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,51,51,42,101,"(40.0044435384, -75.140236002)"
Snyder,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,No Emergency Department Identified in County.,55,55,42,109,"(40.7711373692, -77.0725596804)"
Lebanon,1.287977446,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Sullivan,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,57,57,42,113,"(41.4480993958, -76.5147922046)"
Adams,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,1,01,42,001,"(39.8720956503, -77.2222427076)"
Bucks,0.811661184,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,9,09,42,017,"(40.335011331, -75.1129124111)"
Jefferson,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,33,33,42,065,"(41.1313909115, -79.0010181419)"
Tioga,72.87633796,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Forest,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,No Emergency Department Identified in County.,27,27,42,053,"(41.5135787577, -79.2378099483)"
Cambria,1.277676733,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Washington,114.9095088,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Northumberland,0.651968401,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Pennsylvania,1.201042955,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
Cameron,,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,12,12,42,023,"(41.4388026531, -78.2091693241)"
Washington,26.69658748,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Lackawanna,7.573761855,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Fulton,20.5338809,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Perry,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,No Emergency Department Identified in County.,50,50,42,099,"(40.4041531744, -77.2590738496)"
York,2.914288532,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Somerset,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,56,56,42,111,"(39.9714629901, -79.0310020611)"
Bucks,1.177704463,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,9,09,42,017,"(40.335011331, -75.1129124111)"
Northampton,5.899705015,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,48,48,42,095,"(40.754595404, -75.3126372576)"
Cameron,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,No Emergency Department Identified in County.,12,12,42,023,"(41.4388026531, -78.2091693241)"
Bedford,5.775577558,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Crawford,9.45402978,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Schuylkill,9.993753904,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,54,54,42,107,"(40.707512431, -76.223323851)"
Dauphin,2.937869501,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Luzerne,11.6593087,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,40,40,42,079,"(41.1783643884, -75.991996098)"
Blair,2.348996007,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,7,07,42,013,"(40.4855502384, -78.349076871)"
Forest,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,27,27,42,053,"(41.5135787577, -79.2378099483)"
Pike,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,52,52,42,103,"(41.332571995, -75.0327092448)"
Montour,7.114711033,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Washington,106.0125358,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Cambria,6.06575276,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Beaver,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Not displayed when count is between 1 and 4.,4,04,42,007,"(40.6834924548, -80.3510735648)"
Lehigh,0.763996136,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Greene,,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,Not displayed when count is between 1 and 4.,30,30,42,059,"(39.8548039342, -80.2294381655)"
Jefferson,26.1201527,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,1 additional facility began reporting during Q3 2018.,33,33,42,065,"(41.1313909115, -79.0010181419)"
Centre,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,14,14,42,027,"(40.9193135008, -77.8250011212)"
Sullivan,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,No Emergency Department Identified in County.,57,57,42,113,"(41.4480993958, -76.5147922046)"
Bedford,51.11111111,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Fayette,87.59854837,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,26,26,42,051,"(39.919447803, -79.6518963464)"
Armstrong,45.38577912,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Somerset,0.805358317,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,56,56,42,111,"(39.9714629901, -79.0310020611)"
Bucks,95.3954781,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,9,09,42,017,"(40.335011331, -75.1129124111)"
